date,vente,tache,salaire_day,jour_semaine,saison,ratio_salaire_vente
2023-08-01,17036.75,AIDE-SERV.,1374.5258333333334,1,8,8.07
2023-08-01,17036.75,CUISINE,1740.1833333333334,1,8,10.21
2023-08-01,17036.75,SERVICE,970.7133333333333,1,8,5.7
2023-07-31,12878.16,AIDE-SERV.,1070.4033333333334,0,7,8.31
2023-07-31,12878.16,CUISINE,1751.0941666666668,0,7,13.6
2023-07-31,12878.16,SERVICE,275.51666666666665,0,7,2.14
2023-07-30,21749.92,AIDE-SERV.,1882.3541666666665,6,7,8.65
2023-07-30,21749.92,CUISINE,1872.2575,6,7,8.61
2023-07-30,21749.92,SERVICE,1913.57,6,7,8.8
2023-07-29,40659.01,AIDE-SERV.,1383.45,5,7,3.4
2023-07-29,40659.01,CUISINE,2398.9416666666666,5,7,5.9
2023-07-29,40659.01,SERVICE,499.59,5,7,1.23
2023-07-28,30934.98,AIDE-SERV.,1755.0149999999999,4,7,5.67
2023-07-28,30934.98,CUISINE,2411.2291666666665,4,7,7.79
2023-07-28,30934.98,SERVICE,1195.6,4,7,3.86
2023-07-27,37057.46,AIDE-SERV.,1915.2533333333333,3,7,5.17
2023-07-27,37057.46,CUISINE,2182.758333333333,3,7,5.89
2023-07-27,37057.46,SERVICE,945.0933333333332,3,7,2.55
2023-07-26,34423.87,AIDE-SERV.,1151.6091666666666,2,7,3.35
2023-07-26,34423.87,CUISINE,2125.7083333333335,2,7,6.18
2023-07-26,34423.87,SERVICE,865.9966666666666,2,7,2.52
2023-07-25,27097.28,AIDE-SERV.,1397.1483333333333,1,7,5.16
2023-07-25,27097.28,CUISINE,1743.0091666666667,1,7,6.43
2023-07-25,27097.28,SERVICE,992.4699999999999,1,7,3.66
2023-07-24,19463.96,AIDE-SERV.,1034.7566666666667,0,7,5.32
2023-07-24,19463.96,CUISINE,2028.9916666666666,0,7,10.42
2023-07-24,19463.96,SERVICE,1279.9833333333333,0,7,6.58
2023-07-23,30445.09,AIDE-SERV.,1782.3525,6,7,5.85
2023-07-23,30445.09,CUISINE,2024.5616666666667,6,7,6.65
2023-07-23,30445.09,SERVICE,1336.51,6,7,4.39
2023-07-22,35382.07,AIDE-SERV.,1935.8408333333332,5,7,5.47
2023-07-22,35382.07,CUISINE,2384.5658333333336,5,7,6.74
2023-07-22,35382.07,SERVICE,1089.6633333333332,5,7,3.08
2023-07-21,31448.54,AIDE-SERV.,1552.6866666666667,4,7,4.94
2023-07-21,31448.54,CUISINE,1954.4566666666667,4,7,6.21
2023-07-21,31448.54,SERVICE,779.5799999999999,4,7,2.48
2023-07-20,38107.57,AIDE-SERV.,1433.1833333333334,3,7,3.76
2023-07-20,38107.57,CUISINE,2126.204166666667,3,7,5.58
2023-07-20,38107.57,SERVICE,1020.53,3,7,2.68
2023-07-19,21925.86,AIDE-SERV.,1195.3266666666666,2,7,5.45
2023-07-19,21925.86,CUISINE,1557.92,2,7,7.11
2023-07-19,21925.86,SERVICE,640.7033333333333,2,7,2.92
2023-07-18,17157.44,AIDE-SERV.,920.1616666666666,1,7,5.36
2023-07-18,17157.44,CUISINE,1392.605,1,7,8.12
2023-07-18,17157.44,SERVICE,783.6466666666666,1,7,4.57
2023-07-17,13423.93,AIDE-SERV.,1194.5025,0,7,8.9
2023-07-17,13423.93,CUISINE,1855.3858333333333,0,7,13.82
2023-07-17,13423.93,SERVICE,718.9866666666666,0,7,5.36
2023-07-16,18064.98,AIDE-SERV.,1738.2558333333332,6,7,9.62
2023-07-16,18064.98,CUISINE,2445.6608333333334,6,7,13.54
2023-07-16,18064.98,SERVICE,1389.1733333333332,6,7,7.69
2023-07-15,32780.37,AIDE-SERV.,1976.2658333333331,5,7,6.03
2023-07-15,32780.37,CUISINE,2537.355,5,7,7.74
2023-07-15,32780.37,SERVICE,1149.85,5,7,3.51
2023-07-14,33130.59,AIDE-SERV.,875.75,4,7,2.64
2023-07-14,33130.59,CUISINE,2507.8241666666668,4,7,7.57
2023-07-14,33130.59,SERVICE,687.0633333333333,4,7,2.07
2023-07-13,22366.81,AIDE-SERV.,1585.3525,3,7,7.09
2023-07-13,22366.81,CUISINE,2092.015,3,7,9.35
2023-07-13,22366.81,SERVICE,1031.1033333333332,3,7,4.61
2023-07-12,20815.71,AIDE-SERV.,919.7099999999999,2,7,4.42
2023-07-12,20815.71,CUISINE,1508.3766666666666,2,7,7.25
2023-07-12,20815.71,SERVICE,649.4466666666666,2,7,3.12
2023-07-11,14926.34,AIDE-SERV.,952.7708333333333,1,7,6.38
2023-07-11,14926.34,CUISINE,1629.3866666666668,1,7,10.92
2023-07-11,14926.34,SERVICE,694.9933333333332,1,7,4.66
2023-07-10,10876.69,AIDE-SERV.,897.6166666666667,0,7,8.25
2023-07-10,10876.69,CUISINE,1798.41,0,7,16.53
2023-07-10,10876.69,SERVICE,394.26333333333326,0,7,3.62
2023-07-09,15595.49,AIDE-SERV.,2217.480833333333,6,7,14.22
2023-07-09,15595.49,CUISINE,2660.7966666666666,6,7,17.06
2023-07-09,15595.49,SERVICE,1824.9166666666665,6,7,11.7
2023-07-08,44215.45,AIDE-SERV.,2021.435,5,7,4.57
2023-07-08,44215.45,CUISINE,2927.8758333333335,5,7,6.62
2023-07-08,44215.45,SERVICE,1261.2766666666666,5,7,2.85
2023-07-07,37603.77,AIDE-SERV.,1450.435,4,7,3.86
2023-07-07,37603.77,CUISINE,2568.2633333333333,4,7,6.83
2023-07-07,37603.77,SERVICE,1059.57,4,7,2.82
2023-07-06,37301.45,AIDE-SERV.,2061.9166666666665,3,7,5.53
2023-07-06,37301.45,CUISINE,2934.1483333333335,3,7,7.87
2023-07-06,37301.45,SERVICE,1508.3266666666666,3,7,4.04
2023-07-05,37782.23,AIDE-SERV.,1665.5733333333333,2,7,4.41
2023-07-05,37782.23,CUISINE,2005.2158333333332,2,7,5.31
2023-07-05,37782.23,SERVICE,872.3,2,7,2.31
2023-07-04,26200.4,AIDE-SERV.,1521.2424999999998,1,7,5.81
2023-07-04,26200.4,CUISINE,2710.9216666666666,1,7,10.35
2023-07-04,26200.4,SERVICE,1374.7366666666667,1,7,5.25
2023-07-03,28423.75,AIDE-SERV.,1679.3916666666667,0,7,5.91
2023-07-03,28423.75,CUISINE,2281.4375,0,7,8.03
2023-07-03,28423.75,SERVICE,1298.4866666666667,0,7,4.57
2023-07-02,32796.43,AIDE-SERV.,1631.1441666666665,6,7,4.97
2023-07-02,32796.43,CUISINE,2278.0575,6,7,6.95
2023-07-02,32796.43,SERVICE,939.4,6,7,2.86
2023-07-01,33995.92,AIDE-SERV.,2348.9575,5,7,6.91
2023-07-01,33995.92,CUISINE,2572.6208333333334,5,7,7.57
2023-07-01,33995.92,SERVICE,1710.0333333333333,5,7,5.03
2023-06-30,39807.12,AIDE-SERV.,1593.1366666666665,4,6,4.0
2023-06-30,39807.12,CUISINE,2663.01,4,6,6.69
2023-06-30,39807.12,SERVICE,1049.1999999999998,4,6,2.64
2023-06-29,35566.05,AIDE-SERV.,1347.9658333333332,3,6,3.79
2023-06-29,35566.05,CUISINE,2246.4049999999997,3,6,6.32
2023-06-29,35566.05,SERVICE,1015.4466666666666,3,6,2.86
2023-06-28,20233.6,AIDE-SERV.,868.1199999999999,2,6,4.29
2023-06-28,20233.6,CUISINE,1936.0025,2,6,9.57
2023-06-28,20233.6,SERVICE,653.31,2,6,3.23
2023-06-27,16165.28,AIDE-SERV.,944.3199999999999,1,6,5.84
2023-06-27,16165.28,CUISINE,1601.135,1,6,9.9
2023-06-27,16165.28,SERVICE,868.2333333333333,1,6,5.37
2023-06-26,11787.57,AIDE-SERV.,857.8233333333333,0,6,7.28
2023-06-26,11787.57,CUISINE,2039.5283333333334,0,6,17.3
2023-06-26,11787.57,SERVICE,593.9366666666666,0,6,5.04
2023-06-25,14419.24,AIDE-SERV.,1318.3666666666666,6,6,9.14
2023-06-25,14419.24,CUISINE,2827.5775,6,6,19.61
2023-06-25,14419.24,SERVICE,948.9566666666666,6,6,6.58
2023-06-24,21014.8,AIDE-SERV.,1297.6866666666667,5,6,6.18
2023-06-24,21014.8,CUISINE,2107.7816666666668,5,6,10.03
2023-06-24,21014.8,SERVICE,1062.01,5,6,5.05
2023-06-23,19835.27,AIDE-SERV.,1451.9366666666667,4,6,7.32
2023-06-23,19835.27,CUISINE,2597.5775,4,6,13.1
2023-06-23,19835.27,SERVICE,1079.6999999999998,4,6,5.44
2023-06-22,29726.44,AIDE-SERV.,1326.4,3,6,4.46
2023-06-22,29726.44,CUISINE,2200.3508333333334,3,6,7.4
2023-06-22,29726.44,SERVICE,966.6466666666666,3,6,3.25
2023-06-21,27496.58,AIDE-SERV.,731.3166666666666,2,6,2.66
2023-06-21,27496.58,CUISINE,1614.8983333333333,2,6,5.87
2023-06-21,27496.58,SERVICE,821.06,2,6,2.99
2023-06-20,21226.4,AIDE-SERV.,1076.2566666666667,1,6,5.07
2023-06-20,21226.4,CUISINE,1797.8391666666666,1,6,8.47
2023-06-20,21226.4,SERVICE,938.9933333333332,1,6,4.42
2023-06-19,12537.3,AIDE-SERV.,1094.1233333333332,0,6,8.73
2023-06-19,12537.3,CUISINE,1816.0175,0,6,14.48
2023-06-19,12537.3,SERVICE,659.2066666666666,0,6,5.26
2023-06-18,27189.95,AIDE-SERV.,1756.685,6,6,6.46
2023-06-18,27189.95,CUISINE,2573.0550000000003,6,6,9.46
2023-06-18,27189.95,SERVICE,1500.3966666666665,6,6,5.52
2023-06-17,38546.22,AIDE-SERV.,1950.3933333333332,5,6,5.06
2023-06-17,38546.22,CUISINE,2365.5291666666667,5,6,6.14
2023-06-17,38546.22,SERVICE,1689.4966666666667,5,6,4.38
2023-06-16,36604.51,AIDE-SERV.,1418.6108333333332,4,6,3.88
2023-06-16,36604.51,CUISINE,2205.661666666667,4,6,6.03
2023-06-16,36604.51,SERVICE,815.9766666666667,4,6,2.23
2023-06-15,37094.28,AIDE-SERV.,1362.8133333333333,3,6,3.67
2023-06-15,37094.28,CUISINE,1980.485,3,6,5.34
2023-06-15,37094.28,SERVICE,1257.0066666666667,3,6,3.39
2023-06-14,32118.51,AIDE-SERV.,1511.2958333333333,2,6,4.71
2023-06-14,32118.51,CUISINE,2262.119166666667,2,6,7.04
2023-06-14,32118.51,SERVICE,1413.5733333333333,2,6,4.4
2023-06-13,24425.61,AIDE-SERV.,1260.7425,1,6,5.16
2023-06-13,24425.61,CUISINE,1796.3308333333334,1,6,7.35
2023-06-13,24425.61,SERVICE,1052.0466666666666,1,6,4.31
2023-06-12,14975.52,AIDE-SERV.,986.9533333333333,0,6,6.59
2023-06-12,14975.52,CUISINE,2309.3675000000003,0,6,15.42
2023-06-12,14975.52,SERVICE,555.71,0,6,3.71
2023-06-11,21419.25,AIDE-SERV.,2594.3083333333334,6,6,12.11
2023-06-11,21419.25,CUISINE,2403.4975,6,6,11.22
2023-06-11,21419.25,SERVICE,1914.3833333333332,6,6,8.94
2023-06-09,72979.57,AIDE-SERV.,953.66,4,6,1.31
2023-06-09,72979.57,CUISINE,2242.4133333333334,4,6,3.07
2023-06-09,72979.57,SERVICE,1039.2366666666667,4,6,1.42
2023-06-08,26867.75,AIDE-SERV.,1273.3233333333333,3,6,4.74
2023-06-08,26867.75,CUISINE,2231.9108333333334,3,6,8.31
2023-06-08,26867.75,SERVICE,1123.8233333333333,3,6,4.18
2023-06-07,24230.6,AIDE-SERV.,1057.8799999999999,2,6,4.37
2023-06-07,24230.6,CUISINE,1929.6841666666667,2,6,7.96
2023-06-07,24230.6,SERVICE,808.25,2,6,3.34
2023-06-06,18644.43,AIDE-SERV.,1116.0708333333332,1,6,5.99
2023-06-06,18644.43,CUISINE,2320.8175,1,6,12.45
2023-06-06,18644.43,SERVICE,918.2533333333333,1,6,4.93
2023-06-05,11010.71,AIDE-SERV.,1321.3858333333333,0,6,12.0
2023-06-05,11010.71,CUISINE,1929.3416666666667,0,6,17.52
2023-06-05,11010.71,SERVICE,1140.6999999999998,0,6,10.36
2023-06-04,20052.76,AIDE-SERV.,1467.2508333333333,6,6,7.32
2023-06-04,20052.76,CUISINE,2392.315,6,6,11.93
2023-06-04,20052.76,SERVICE,1001.2974999999999,6,6,4.99
2023-06-03,30470.65,AIDE-SERV.,1266.2258333333332,5,6,4.16
2023-06-03,30470.65,CUISINE,2125.6033333333335,5,6,6.98
2023-06-03,30470.65,SERVICE,949.3633333333333,5,6,3.12
2023-06-02,25173.32,AIDE-SERV.,1467.0766666666666,4,6,5.83
2023-06-02,25173.32,CUISINE,2221.3275,4,6,8.82
2023-06-02,25173.32,SERVICE,1227.32,4,6,4.88
2023-06-01,25079.45,AIDE-SERV.,1173.5866666666666,3,6,4.68
2023-06-01,25079.45,CUISINE,1802.215,3,6,7.19
2023-06-01,25079.45,SERVICE,862.9466666666666,3,6,3.44
2023-05-31,24029.49,AIDE-SERV.,861.23,2,5,3.58
2023-05-31,24029.49,CUISINE,2219.1658333333335,2,5,9.24
2023-05-31,24029.49,SERVICE,657.3766666666667,2,5,2.74
2023-05-30,19833.45,AIDE-SERV.,1809.6833333333334,1,5,9.12
2023-05-30,19833.45,CUISINE,2455.5941666666668,1,5,12.38
2023-05-30,19833.45,SERVICE,1746.2266666666667,1,5,8.8
2023-05-29,21835.55,AIDE-SERV.,968.6641666666666,0,5,4.44
2023-05-29,21835.55,CUISINE,1527.9283333333333,0,5,7.0
2023-05-29,21835.55,SERVICE,475.79999999999995,0,5,2.18
2023-05-28,16820.12,AIDE-SERV.,1582.1833333333332,6,5,9.41
2023-05-28,16820.12,CUISINE,2970.485833333333,6,5,17.66
2023-05-28,16820.12,SERVICE,1391.4825,6,5,8.27
2023-05-27,28250.22,AIDE-SERV.,778.1333333333333,5,5,2.75
2023-05-27,28250.22,CUISINE,2209.2475,5,5,7.82
2023-05-27,28250.22,SERVICE,728.1366666666667,5,5,2.58
2023-05-26,20027.08,AIDE-SERV.,1110.9833333333333,4,5,5.55
2023-05-26,20027.08,CUISINE,2635.639166666667,4,5,13.16
2023-05-26,20027.08,SERVICE,1140.09,4,5,5.69
2023-05-25,26449.53,AIDE-SERV.,995.8458333333333,3,5,3.77
2023-05-25,26449.53,CUISINE,1787.24,3,5,6.76
2023-05-25,26449.53,SERVICE,970.9166666666666,3,5,3.67
2023-05-24,18908.1,AIDE-SERV.,1025.25,2,5,5.42
2023-05-24,18908.1,CUISINE,1904.68,2,5,10.07
2023-05-24,18908.1,SERVICE,617.7266666666666,2,5,3.27
2023-05-23,13542.26,AIDE-SERV.,1460.8,1,5,10.79
2023-05-23,13542.26,CUISINE,2749.8075,1,5,20.31
2023-05-23,13542.26,SERVICE,1279.78,1,5,9.45
2023-05-22,18328.69,AIDE-SERV.,1059.6208333333332,0,5,5.78
2023-05-22,18328.69,CUISINE,2252.5591666666664,0,5,12.29
2023-05-22,18328.69,SERVICE,563.4366666666666,0,5,3.07
2023-05-21,21561.93,AIDE-SERV.,1534.9758333333332,6,5,7.12
2023-05-21,21561.93,CUISINE,2188.869166666667,6,5,10.15
2023-05-21,21561.93,SERVICE,1255.8733333333332,6,5,5.82
2023-05-20,33130.85,AIDE-SERV.,1538.5058333333334,5,5,4.64
2023-05-20,33130.85,CUISINE,2096.1725,5,5,6.33
2023-05-20,33130.85,SERVICE,990.4366666666666,5,5,2.99
2023-05-19,33791.64,AIDE-SERV.,1307.81,4,5,3.87
2023-05-19,33791.64,CUISINE,2216.4883333333332,4,5,6.56
2023-05-19,33791.64,SERVICE,1010.9733333333332,4,5,2.99
2023-05-18,25052.35,AIDE-SERV.,1253.2166666666667,3,5,5.0
2023-05-18,25052.35,CUISINE,2489.2033333333334,3,5,9.94
2023-05-18,25052.35,SERVICE,949.9733333333332,3,5,3.79
2023-05-17,24781.9,AIDE-SERV.,926.6025,2,5,3.74
2023-05-17,24781.9,CUISINE,2125.1566666666668,2,5,8.58
2023-05-17,24781.9,SERVICE,897.7166666666666,2,5,3.62
2023-05-16,22688.75,AIDE-SERV.,1038.6266666666666,1,5,4.58
2023-05-16,22688.75,CUISINE,1721.6291666666666,1,5,7.59
2023-05-16,22688.75,SERVICE,1390.19,1,5,6.13
2023-05-15,15695.51,AIDE-SERV.,320.8083333333333,0,5,2.04
2023-05-15,15695.51,CUISINE,1580.4541666666667,0,5,10.07
2023-05-15,15695.51,SERVICE,376.5733333333333,0,5,2.4
2023-05-14,17398.3,AIDE-SERV.,1364.0641666666666,6,5,7.84
2023-05-14,17398.3,CUISINE,1892.2175,6,5,10.88
2023-05-14,17398.3,SERVICE,958.1066666666666,6,5,5.51
2023-05-13,25229.97,AIDE-SERV.,1348.8616666666667,5,5,5.35
2023-05-13,25229.97,CUISINE,2410.9975,5,5,9.56
2023-05-13,25229.97,SERVICE,1507.7166666666667,5,5,5.98
2023-05-12,32324.88,AIDE-SERV.,1108.5249999999999,4,5,3.43
2023-05-12,32324.88,CUISINE,2277.173333333333,4,5,7.04
2023-05-12,32324.88,SERVICE,727.3233333333333,4,5,2.25
2023-05-11,31817.86,AIDE-SERV.,1125.5,3,5,3.54
2023-05-11,31817.86,CUISINE,2318.985833333333,3,5,7.29
2023-05-11,31817.86,SERVICE,1513.2066666666667,3,5,4.76
2023-05-10,30053.36,AIDE-SERV.,1094.665,2,5,3.64
2023-05-10,30053.36,CUISINE,2202.195,2,5,7.33
2023-05-10,30053.36,SERVICE,1064.2466666666667,2,5,3.54
2023-05-09,21927.69,AIDE-SERV.,1044.1766666666667,1,5,4.76
2023-05-09,21927.69,CUISINE,1723.8483333333334,1,5,7.86
2023-05-09,21927.69,SERVICE,609.1866666666666,1,5,2.78
2023-05-08,15111.09,AIDE-SERV.,1103.95,0,5,7.31
2023-05-08,15111.09,CUISINE,1585.4416666666666,0,5,10.49
2023-05-08,15111.09,SERVICE,1099.2199999999998,0,5,7.27
2023-05-07,22124.03,AIDE-SERV.,1383.3866666666665,6,5,6.25
2023-05-07,22124.03,CUISINE,1943.9683333333335,6,5,8.79
2023-05-07,22124.03,SERVICE,1407.4733333333334,6,5,6.36
2023-05-06,29418.82,AIDE-SERV.,1077.4233333333332,5,5,3.66
2023-05-06,29418.82,CUISINE,1978.4858333333334,5,5,6.73
2023-05-06,29418.82,SERVICE,608.3733333333333,5,5,2.07
2023-05-05,18888.29,AIDE-SERV.,1123.7566666666667,4,5,5.95
2023-05-05,18888.29,CUISINE,2146.9808333333335,4,5,11.37
2023-05-05,18888.29,SERVICE,1238.9099999999999,4,5,6.56
2023-05-04,24685.47,AIDE-SERV.,1386.46,3,5,5.62
2023-05-04,24685.47,CUISINE,2535.6833333333334,3,5,10.27
2023-05-04,24685.47,SERVICE,992.4699999999999,3,5,4.02
2023-05-03,22604.64,AIDE-SERV.,923.88,2,5,4.09
2023-05-03,22604.64,CUISINE,1969.6,2,5,8.71
2023-05-03,22604.64,SERVICE,963.3933333333333,2,5,4.26
2023-05-02,24006.33,AIDE-SERV.,1167.0033333333333,1,5,4.86
2023-05-02,24006.33,CUISINE,1611.0625,1,5,6.71
2023-05-02,24006.33,SERVICE,1041.8799999999999,1,5,4.34
2023-05-01,17269.41,AIDE-SERV.,985.5691666666667,0,5,5.71
2023-05-01,17269.41,CUISINE,1475.0149999999999,0,5,8.54
2023-05-01,17269.41,SERVICE,334.68666666666667,0,5,1.94
2023-04-30,20881.79,AIDE-SERV.,1345.0141666666666,6,4,6.44
2023-04-30,20881.79,CUISINE,1939.6100000000001,6,4,9.29
2023-04-30,20881.79,SERVICE,996.2091666666666,6,4,4.77
2023-04-29,23885.73,AIDE-SERV.,1386.6833333333334,5,4,5.81
2023-04-29,23885.73,CUISINE,2214.0208333333335,5,4,9.27
2023-04-29,23885.73,SERVICE,569.13,5,4,2.38
2023-04-28,21395.9,AIDE-SERV.,876.6291666666666,4,4,4.1
2023-04-28,21395.9,CUISINE,1926.095,4,4,9.0
2023-04-28,21395.9,SERVICE,791.17,4,4,3.7
2023-04-27,23493.48,AIDE-SERV.,1428.4033333333334,3,4,6.08
2023-04-27,23493.48,CUISINE,2219.5808333333334,3,4,9.45
2023-04-27,23493.48,SERVICE,1358.8766666666666,3,4,5.78
2023-04-26,25289.12,AIDE-SERV.,1125.57,2,4,4.45
2023-04-26,25289.12,CUISINE,1913.5791666666667,2,4,7.57
2023-04-26,25289.12,SERVICE,791.5766666666666,2,4,3.13
2023-04-25,20462.23,AIDE-SERV.,623.6600000000001,1,4,3.05
2023-04-25,20462.23,CUISINE,1771.6925,1,4,8.66
2023-04-25,20462.23,SERVICE,920.4899999999999,1,4,4.5
2023-04-24,12743.22,AIDE-SERV.,818.4458333333333,0,4,6.42
2023-04-24,12743.22,CUISINE,940.8283333333334,0,4,7.38
2023-04-24,12743.22,SERVICE,229.15666666666664,0,4,1.8
2023-04-23,13672.95,AIDE-SERV.,1618.27,6,4,11.84
2023-04-23,13672.95,CUISINE,2396.9816666666666,6,4,17.53
2023-04-23,13672.95,SERVICE,1367.04,6,4,10.0
2023-04-22,24979.57,AIDE-SERV.,1125.8174999999999,5,4,4.51
2023-04-22,24979.57,CUISINE,1968.1725000000001,5,4,7.88
2023-04-22,24979.57,SERVICE,605.1199999999999,5,4,2.42
2023-04-21,23626.31,AIDE-SERV.,908.985,4,4,3.85
2023-04-21,23626.31,CUISINE,2130.9491666666668,4,4,9.02
2023-04-21,23626.31,SERVICE,1034.3566666666666,4,4,4.38
2023-04-20,27800.26,AIDE-SERV.,1474.3,3,4,5.3
2023-04-20,27800.26,CUISINE,2005.4366666666667,3,4,7.21
2023-04-20,27800.26,SERVICE,1016.0566666666666,3,4,3.65
2023-04-19,23329.72,AIDE-SERV.,802.8766666666666,2,4,3.44
2023-04-19,23329.72,CUISINE,1676.9358333333334,2,4,7.19
2023-04-19,23329.72,SERVICE,659.6133333333332,2,4,2.83
2023-04-18,16949.02,AIDE-SERV.,866.13,1,4,5.11
2023-04-18,16949.02,CUISINE,1499.3733333333334,1,4,8.85
2023-04-18,16949.02,SERVICE,651.4799999999999,1,4,3.84
2023-04-17,15082.28,AIDE-SERV.,876.5225,0,4,5.81
2023-04-17,15082.28,CUISINE,1130.5308333333332,0,4,7.5
2023-04-17,15082.28,SERVICE,774.9033333333333,0,4,5.14
2023-04-16,19069.33,AIDE-SERV.,1279.3666666666666,6,4,6.71
2023-04-16,19069.33,CUISINE,2342.0925,6,4,12.28
2023-04-16,19069.33,SERVICE,1015.5258333333333,6,4,5.33
2023-04-15,28840.26,AIDE-SERV.,1360.7316666666666,5,4,4.72
2023-04-15,28840.26,CUISINE,1907.6475,5,4,6.61
2023-04-15,28840.26,SERVICE,1406.2533333333333,5,4,4.88
2023-04-14,30914.53,AIDE-SERV.,1382.4483333333333,4,4,4.47
2023-04-14,30914.53,CUISINE,2260.4725,4,4,7.31
2023-04-14,30914.53,SERVICE,810.0799999999999,4,4,2.62
2023-04-13,29241.37,AIDE-SERV.,1021.0033333333333,3,4,3.49
2023-04-13,29241.37,CUISINE,2016.8216666666667,3,4,6.9
2023-04-13,29241.37,SERVICE,1054.4866666666667,3,4,3.61
2023-04-12,20138.01,AIDE-SERV.,764.125,2,4,3.79
2023-04-12,20138.01,CUISINE,1476.1583333333333,2,4,7.33
2023-04-12,20138.01,SERVICE,796.05,2,4,3.95
2023-04-11,16156.96,AIDE-SERV.,786.8566666666667,1,4,4.87
2023-04-11,16156.96,CUISINE,1475.6908333333333,1,4,9.13
2023-04-11,16156.96,SERVICE,684.2166666666667,1,4,4.23
2023-04-10,9149.08,AIDE-SERV.,976.01,0,4,10.67
2023-04-10,9149.08,CUISINE,1786.995,0,4,19.53
2023-04-10,9149.08,SERVICE,590.8866666666667,0,4,6.46
2023-04-09,11132.96,AIDE-SERV.,1204.3799999999999,6,4,10.82
2023-04-09,11132.96,CUISINE,1943.5691666666667,6,4,17.46
2023-04-09,11132.96,SERVICE,1249.1591666666666,6,4,11.22
2023-04-08,25311.81,AIDE-SERV.,793.7508333333333,5,4,3.14
2023-04-08,25311.81,CUISINE,2049.7975,5,4,8.1
2023-04-08,25311.81,SERVICE,728.3399999999999,5,4,2.88
2023-04-07,21197.22,AIDE-SERV.,954.6975,4,4,4.5
2023-04-07,21197.22,CUISINE,1959.5158333333334,4,4,9.24
2023-04-07,21197.22,SERVICE,1165.1,4,4,5.5
2023-04-06,28161.84,AIDE-SERV.,989.7133333333334,3,4,3.51
2023-04-06,28161.84,CUISINE,1770.665,3,4,6.29
2023-04-06,28161.84,SERVICE,932.6899999999999,3,4,3.31
2023-04-05,19059.55,AIDE-SERV.,678.16,2,4,3.56
2023-04-05,19059.55,CUISINE,1412.3725,2,4,7.41
2023-04-05,19059.55,SERVICE,823.7033333333333,2,4,4.32
2023-04-04,15672.26,AIDE-SERV.,1057.7766666666666,1,4,6.75
2023-04-04,15672.26,CUISINE,1741.6491666666668,1,4,11.11
2023-04-04,15672.26,SERVICE,797.88,1,4,5.09
2023-04-03,14292.79,AIDE-SERV.,606.5899999999999,0,4,4.24
2023-04-03,14292.79,CUISINE,1315.5808333333332,0,4,9.2
2023-04-03,14292.79,SERVICE,267.58666666666664,0,4,1.87
2023-04-02,17321.79,AIDE-SERV.,1364.165,6,4,7.88
2023-04-02,17321.79,CUISINE,1495.2816666666668,6,4,8.63
2023-04-02,17321.79,SERVICE,914.5933333333332,6,4,5.28
2023-04-01,23281.74,AIDE-SERV.,969.5666666666666,5,4,4.16
2023-04-01,23281.74,CUISINE,1831.6766666666667,5,4,7.87
2023-04-01,23281.74,SERVICE,977.6266666666667,5,4,4.2
2023-03-31,19736.43,AIDE-SERV.,897.3408333333333,4,3,4.55
2023-03-31,19736.43,CUISINE,1660.9775,4,3,8.42
2023-03-31,19736.43,SERVICE,570.3499999999999,4,3,2.89
2023-03-30,22680.5,AIDE-SERV.,1005.7066666666667,3,3,4.43
2023-03-30,22680.5,CUISINE,2291.8558333333335,3,3,10.1
2023-03-30,22680.5,SERVICE,1046.5566666666666,3,3,4.61
2023-03-29,18605.92,AIDE-SERV.,915.8233333333333,2,3,4.92
2023-03-29,18605.92,CUISINE,1882.2191666666668,2,3,10.12
2023-03-29,18605.92,SERVICE,906.2566666666665,2,3,4.87
2023-03-28,18851.84,AIDE-SERV.,772.1966666666666,1,3,4.1
2023-03-28,18851.84,CUISINE,1205.6541666666667,1,3,6.4
2023-03-28,18851.84,SERVICE,644.5666666666666,1,3,3.42
2023-03-27,11032.91,AIDE-SERV.,704.9766666666666,0,3,6.39
2023-03-27,11032.91,CUISINE,1442.9025,0,3,13.08
2023-03-27,11032.91,SERVICE,428.21999999999997,0,3,3.88
2023-03-26,14507.96,AIDE-SERV.,1103.4916666666666,6,3,7.61
2023-03-26,14507.96,CUISINE,1840.902,6,3,12.69
2023-03-26,14507.96,SERVICE,835.3149999999999,6,3,5.76
2023-03-25,20000.6,AIDE-SERV.,1125.8116666666667,5,3,5.63
2023-03-25,20000.6,CUISINE,1940.8586666666667,5,3,9.7
2023-03-25,20000.6,SERVICE,623.0133333333333,5,3,3.11
2023-03-24,19290.56,AIDE-SERV.,826.3541666666666,4,3,4.28
2023-03-24,19290.56,CUISINE,1742.9925,4,3,9.04
2023-03-24,19290.56,SERVICE,832.4466666666666,4,3,4.32
2023-03-23,21932.38,AIDE-SERV.,915.9499999999999,3,3,4.18
2023-03-23,21932.38,CUISINE,2370.838333333333,3,3,10.81
2023-03-23,21932.38,SERVICE,1066.0766666666666,3,3,4.86
2023-03-22,19105.7,AIDE-SERV.,755.9433333333333,2,3,3.96
2023-03-22,19105.7,CUISINE,1759.9333333333334,2,3,9.21
2023-03-22,19105.7,SERVICE,899.3433333333332,2,3,4.71
2023-03-21,17688.49,AIDE-SERV.,772.8933333333333,1,3,4.37
2023-03-21,17688.49,CUISINE,1137.255,1,3,6.43
